Date,Stock,Price,p/e,Sector Lowest,52 Week High,200d-EMA,Alpha,Beta,Worth,Weight
8/18/2023,T,210.1,-10.12,103.78,191.94,198.67,0.0319,1.06,-14.2,0.0335
8/18/2023,DIS,343.17,-6.3,82.34,470.88,343.96,0.0463,0.97,28.79,0.0333
8/18/2023,NFLX,187.57,3.87,92.86,295.17,196.23,0.0213,0.88,21.19,0.0187
8/18/2023,CMCSA,159.09,-7.52,112.28,405.22,162.58,0.087,0.91,-23,0.0303
8/18/2023,AMD,123.7,0.74,89.18,337.55,115.01,0.0495,0.98,30.27,0.0315
8/18/2023,TSM,392.22,2.21,142.94,274,377.31,0.0443,0.96,-13.02,0.0203
8/18/2023,INTC,327.34,1.34,142.55,308.7,323.59,0.0095,0.92,-18.88,0.0248
8/18/2023,AVGO,218.61,0.86,143.38,377.26,212.78,0.0464,0.93,-16.55,0.0298
8/18/2023,QCOM,281.67,0.81,95.44,451.64,287.82,0.0518,0.86,-13.18,0.0391
8/25/2023,AAPL,183.27,5.51,106.78,109.25,175.85,0.0486,1.04,-8.22,0.0224
8/25/2023,MSFT,327.8,-7.26,95.55,379.51,326.09,0.0322,1.14,-26.8,0.0216
8/25/2023,GOOGL,437.09,3.85,87.17,312.17,426.86,0.0533,0.9,-2.8,0.0115
8/25/2023,NVDA,276.05,-7.6,107.72,284.77,265.86,0.043,0.98,30.48,0.0349
8/25/2023,META,195.79,-5.86,149.2,128.07,205.79,0.021,0.88,20.5,0.0251
8/25/2023,JPM,182.88,-0.94,131.32,340.54,200.08,0.0827,0.8,-22.36,0.0155
8/25/2023,BAC,100.13,1.88,117.21,419.75,101.1,0.0476,1.04,-6.71,0.0204
8/25/2023,WFC,327.82,-7.61,113.13,475.95,309.76,0.0604,0.87,-0.14,0.02
8/25/2023,C,373.72,-0.89,141.31,296.39,371.07,0.0533,1.06,2.43,0.024
8/25/2023,GS,340.48,-6.92,143.46,228.35,354.59,0.0242,1.18,18.58,0.0204
8/25/2023,PG,328.37,-1.49,140.48,137.57,322.56,0.0633,1.18,-61.55,0.0347
8/25/2023,KO,248.32,8.93,119.74,255.46,225.77,0.0351,0.88,25.2,0.0231
8/25/2023,PEP,114.27,-5.72,108.76,108.37,106.71,0.048,1.18,-47.59,0.0356
8/25/2023,MO,185.01,-6.09,126.31,418.58,183.58,0.0801,0.95,-1.58,0.0208
8/25/2023,MNST,180.16,-2.36,125.54,118.08,150.2,0.0057,0.84,4.63,0.0184
8/25/2023,JNJ,103.31,4.1,117.29,159.63,103.62,0.0631,1.16,9.54,0.0251
8/25/2023,PFE,174.24,11.79,115.7,168.06,181.45,0.0538,1.16,-13.39,0.0314
8/25/2023,MRNA,397.46,-11.32,140.13,446.25,392.29,0.0306,1.16,8.66,0.0111
8/25/2023,LLY,431.93,-2.5,133.38,373.45,422.33,0.0296,1.07,15.97,0.0289
8/25/2023,UNH,423.34,4.82,84.03,269.79,416.71,0.035,1.02,-26.18,0.0351
8/25/2023,XOM,165.92,2.15,131.73,428.01,164.08,0.0843,1.02,-13.72,0.0116
8/25/2023,CVX,124.06,-4.84,97.65,254.83,125.39,0.0442,1.16,-22.33,0.0312
8/25/2023,COP,105.8,4.44,88.61,116.53,111.56,0.0639,1.17,-20.91,0.02
8/25/2023,PSX,85.92,7.77,116.65,308.45,97.44,0.0472,0.99,22.37,0.0316
8/25/2023,SLB,288.69,0.46,130.21,352.99,277.28,0.0588,0.92,-29.19,0.0124
8/25/2023,TSLA,327.87,-3.27,142.48,333.46,316.26,0.024,1.07,-21.07,0.0325
8/25/2023,F,176.44,1.03,119.02,209.47,161.7,0.0397,0.99,29.52,0.0143
8/25/2023,GM,129.39,3.9,119.99,327.72,115.39,0.0342,0.82,4.2,0.0192
8/25/2023,RIVN,435.07,2.68,88.82,385.34,424,0.0459,0.84,36.37,0.0202
8/25/2023,LCID,298.31,-5.8,104.31,493.78,285.63,0.0375,0.93,24.6,0.015
8/25/2023,AMZN,159.39,8.38,95.59,384.22,152.57,0.0291,1.15,10.7,0.0209
8/25/2023,WMT,422.31,-1.19,97.19,137.21,428.5,0.0446,1.14,5.38,0.032
8/25/2023,COST,341.74,-1.81,81.99,229.49,342.13,0.0491,0.89,20.14,0.0349
8/25/2023,TGT,179.6,-2.62,104.03,316.46,173.11,0.0758,1.03,-16.8,0.0349
8/25/2023,HD,237.09,-9.65,113.39,217.26,252.61,0.0812,0.92,17.33,0.0102
8/25/2023,BA,146.83,4.61,142.71,477.19,144.49,0.0597,1.05,20.83,0.0315
8/25/2023,LMT,186.51,2.64,143.8,179.71,189.59,0.0788,1.04,-5.39,0.0262
8/25/2023,NOC,78.94,-13.15,102.62,467.52,92.71,0.0765,1.14,19.12,0.0112
8/25/2023,GD,330.1,6.91,111.28,172.51,329.01,0.0521,1.16,31.48,0.0145
8/25/2023,RTX,97.79,-8.92,88.52,214.09,103.62,0.0434,1.01,-19.04,0.0385
8/25/2023,VZ,292.95,3.7,90.55,306.56,290.5,0.0443,0.82,41.4,0.0289
8/25/2023,T,441.99,-2.63,116.56,399.65,431.22,0.0698,0.86,12.03,0.0235
8/25/2023,DIS,170.49,2.7,114.14,479.81,162.45,0.0585,0.98,-1.47,0.0261
8/25/2023,NFLX,99.98,-10.25,123.67,466.14,93.22,0.065,0.93,-0.05,0.0159
8/25/2023,CMCSA,367.62,-11.81,118.33,366.11,365.93,0.065,0.95,-15.54,0.0333
8/25/2023,AMD,187.73,2.62,111,451.38,193.03,0.0804,1,5.14,0.0148
8/25/2023,TSM,379.42,-5.4,147.25,498.94,367.89,0.0518,0.96,39.12,0.0306
8/25/2023,INTC,207.94,-3.41,146.95,491.08,198.65,0.0743,1.03,-21.19,0.0209
8/25/2023,AVGO,379.61,-1.48,82.91,171.95,405,0.0211,0.89,13.41,0.0393
8/25/2023,QCOM,109.39,-6.16,137.87,325.03,116.53,0.0707,1.16,20.32,0.0253
9/1/2023,AAPL,425.7,-5.84,141.58,119.15,409.05,0.0462,0.98,-0.49,0.0123
9/1/2023,MSFT,195.66,-1.55,92.33,400.86,186.05,0.0537,1.11,14.57,0.0173
9/1/2023,GOOGL,98.28,5.39,85.93,356.74,113.54,0.0585,1.2,-25.34,0.0322
9/1/2023,NVDA,323.44,-2.62,131.53,419.68,339.03,0.0348,1.03,-29.43,0.0319
9/1/2023,META,302.2,6.43,131.43,494.37,301.24,0.0682,1.07,-2.68,0.0373
9/1/2023,JPM,171.34,-4.62,97.56,367.95,174.42,0.0522,1.02,-11.11,0.0385
9/1/2023,BAC,214.32,-1.38,114.33,159.39,205.55,-0.0076,1.14,1.5,0.0177
9/1/2023,WFC,345.22,-6.94,102.6,497.43,358.3,0.0579,0.9,17.04,0.022
9/1/2023,C,333.29,6.02,95.88,206.77,343.89,0.0376,1.17,-19.63,0.0349
9/1/2023,GS,255.1,0.12,99.52,338.72,253.17,0.0507,0.86,2.27,0.0298
9/1/2023,PG,341.17,2.98,90.02,160.87,339.01,0.0339,1.17,31.53,0.0352
9/1/2023,KO,297.62,-2.88,127.9,114.76,318.26,0.0535,1.03,3.13,0.0155
9/1/2023,PEP,338.83,-3.07,145.65,371.25,327.43,0.0542,1.07,5.03,0.0114
9/1/2023,MO,150.87,-4.78,100.53,428.06,142.79,0.0424,0.86,2.31,0.0186
9/1/2023,MNST,343.62,-10.06,120.7,370.65,353.12,0.0582,1.08,12.3,0.034
9/1/2023,JNJ,211.96,1.83,104.82,158.51,204.67,0.0705,1.1,-16.84,0.0217
9/1/2023,PFE,313.94,0.62,95.65,456.77,307.25,0.0509,1,-7.03,0.0189
9/1/2023,MRNA,124.53,-2.98,117.57,220.79,120.12,0.0476,0.82,35.74,0.0112
9/1/2023,LLY,316.15,-0.83,98.25,144.38,324.02,0.0364,1.13,-32.89,0.0237
9/1/2023,UNH,392.48,-3.3,125.07,486.15,398.76,0.0292,1.04,-6.71,0.0276
9/1/2023,XOM,413.6,-1.47,92.31,155.68,395.25,0.0584,0.96,8.83,0.021
9/1/2023,CVX,407.19,-3.37,83.81,215.1,414.97,0.0841,0.8,-32.62,0.0102
9/1/2023,COP,171.34,-9.12,85.76,435.14,176.39,0.0508,1.09,14.48,0.0138
9/1/2023,PSX,292.69,2.71,100.33,253.75,297.69,0.0532,0.98,44.66,0.0377
9/1/2023,SLB,292.98,3.94,80.84,274.04,299.63,0.086,1.17,15.09,0.02
9/1/2023,TSLA,168.75,4.81,91.87,233.62,156.36,0.0785,0.95,33.84,0.026
9/1/2023,F,302.47,10.27,106.87,483.98,287.79,0.0165,1.03,-8.98,0.0274
9/1/2023,GM,173.04,6.86,103.77,355.03,157.01,0.0588,0.96,60.41,0.0165
9/1/2023,RIVN,267.6,10.18,149.72,287.19,252.49,0.0553,1.12,-9.13,0.0341
9/1/2023,LCID,398.94,-0.97,129.54,114.73,392.21,0.0403,1.1,-20.93,0.0374
9/1/2023,AMZN,177.36,4.5,104.62,179.8,168.42,0.0429,1.18,-56.35,0.011
9/1/2023,WMT,136.13,-2.3,134.25,242.46,134.4,0.0707,1.01,-0.19,0.01
9/1/2023,COST,395.3,9.41,117.61,422.5,390.73,0.0913,0.81,14.55,0.0119
9/1/2023,TGT,159.53,2.5,127.98,317.17,166.18,0.0777,1.14,-7.3,0.0349
9/1/2023,HD,350.99,2.15,113.73,282.24,351.35,0.0622,0.83,-14.15,0.0239
9/1/2023,BA,166.24,-0.91,116.94,162.95,168.97,0.0396,0.88,-16.67,0.0341
9/1/2023,LMT,370.2,5.71,128.12,430.37,386.74,0.0438,0.99,-13.37,0.0174
9/1/2023,NOC,416.86,11.36,99.5,377.49,420.61,0.0609,1.18,46.06,0.0306
9/1/2023,GD,96.57,0.33,98.93,278.52,105.87,0.0331,1.01,-3.58,0.0178
9/1/2023,RTX,151.2,-5.81,122.56,227.72,156.2,0.054,1.2,0.88,0.0259
9/1/2023,VZ,317.06,3,113.42,192.54,305.29,0.076,1.19,-3.14,0.0344
9/1/2023,T,142.56,1.01,96.28,212.1,128.92,0.0288,0.99,3.69,0.0233
9/1/2023,DIS,448.59,10.88,123.65,101.83,445.64,0.0555,1.05,-0.37,0.0242
9/1/2023,NFLX,232.15,-1.26,130.79,439.96,251.64,0.0496,0.99,-18.74,0.0353
9/1/2023,CMCSA,230.59,4.64,133.06,489.87,230.82,0.0621,0.94,-24.3,0.0128
9/1/2023,AMD,311.63,-6.88,106.67,445.61,312.86,0.0577,0.81,3.16,0.0126
9/1/2023,TSM,315.57,0.11,147.48,183.17,303.8,0.0569,0.84,9.79,0.0201
9/1/2023,INTC,267.09,-1.36,93.02,290.57,281.27,0.0523,1.17,39.27,0.0252
9/1/2023,AVGO,236.19,1.51,80.38,378.79,246.77,0.0182,0.97,17.18,0.0216
9/1/2023,QCOM,98.76,-0.83,139.75,337.39,101.13,0.0501,1.18,39.57,0.0249
9/8/2023,AAPL,268.25,1.18,123.08,445.38,283.6,0.0187,0.96,-27.14,0.0356
9/8/2023,MSFT,380.81,-0.51,125.56,324.24,373.1,0.039,1.01,-2.03,0.01
9/8/2023,GOOGL,376.14,1.72,103.11,478.47,361.04,0.0751,0.98,-3.49,0.0102
9/8/2023,NVDA,386.31,8.72,116.5,161.22,388.43,0.0347,1.13,40.98,0.0159
9/8/2023,META,214.86,4.88,130.6,486.77,222.3,0.0526,0.93,20.55,0.039
9/8/2023,JPM,229.17,-6.61,143.04,136.63,238.92,0.0672,1.15,28.54,0.0375
9/8/2023,BAC,153.73,1.89,138.65,463.06,159.63,0.0272,1.2,-24.7,0.0221
9/8/2023,WFC,309.08,10.11,104.55,295.84,321.67,0.0424,0.81,26.45,0.0296
9/8/2023,C,349.64,0.49,109.23,291.6,363.06,0.0625,1.17,-11.79,0.0125
9/8/2023,GS,209.43,-7.52,131.62,454.21,212.32,0.0748,1.19,-33.05,0.0191
9/8/2023,PG,248.61,2.9,113.91,488.16,254.17,0.0685,1.19,0.77,0.0286
9/8/2023,KO,413.41,2.2,92.69,276.42,412.44,0.0656,1.15,24.76,0.0269
9/8/2023,PEP,299.79,2.34,123.43,210.14,291.18,0.0353,1.08,31.03,0.0325
9/8/2023,MO,396.75,-3.81,103.3,442.14,394.56,0.0455,0.8,-4.49,0.025
9/8/2023,MNST,395.56,8.63,130.88,136.97,387.59,0.0333,1.18,2.58,0.0332
9/8/2023,JNJ,282.73,1.02,104.27,282.7,279.04,0.0609,1.07,-27.71,0.0118
9/8/2023,PFE,397.97,-6.92,110.88,398.7,390.96,0.0319,0.93,9.49,0.0173
9/8/2023,MRNA,237.2,5.1,146.04,324.41,249.52,0.065,0.84,17.27,0.0128
9/8/2023,LLY,356.84,-0.86,100.4,420.76,351.5,0.0529,0.93,18.37,0.018
9/8/2023,UNH,150.36,-7.85,89.26,391.2,152.95,0.0532,0.94,4.34,0.0219
9/8/2023,XOM,295.19,4.79,85.64,156.95,293.78,0.0706,1,13.04,0.0126
9/8/2023,CVX,356.66,1.37,102.25,150.51,326.2,0.0548,1.08,3.67,0.0337
9/8/2023,COP,428.48,-5.61,106.49,284.01,398.65,0.0698,0.84,-29.29,0.0384
9/8/2023,PSX,258.61,-1.07,125.3,296.99,264.85,0.0509,1.01,-12.7,0.0157
9/8/2023,SLB,131.46,-1.38,101.87,432.33,127.35,0.0384,0.99,-17.47,0.0357
9/8/2023,TSLA,184.39,-9.5,119.87,143.98,173.67,0.0629,0.84,-50.18,0.0155
9/8/2023,F,189.94,8.88,126.94,449.21,192.71,0.0497,0.87,16.05,0.0225
9/8/2023,GM,399.42,5.2,131.46,370.11,387.52,0.0465,0.97,-10.61,0.011
9/8/2023,RIVN,136.46,-10.04,108.37,418.65,135.01,0.0227,1.17,45.5,0.0338
9/8/2023,LCID,402.97,6.73,133.54,447.39,397.58,0.0687,0.94,26.12,0.0398
9/8/2023,AMZN,395.54,4.84,141.43,422.98,391.64,0.0669,0.94,11.56,0.0152
9/8/2023,WMT,132.73,-0.76,91.92,229.3,143.04,-0.0034,0.88,-5.22,0.016
9/8/2023,COST,317.54,5.43,101.56,361.81,328.59,0.044,1.12,-11.22,0.0338
9/8/2023,TGT,357.78,0.56,145.27,289.59,362.81,0.0602,1.13,6.22,0.0358
9/8/2023,HD,329.81,8.97,122.87,448.16,334.61,0.0768,1.2,15.26,0.018
9/8/2023,BA,104.84,4.31,82.92,498.5,110.83,0.044,1.17,-11.9,0.0107
9/8/2023,LMT,332.95,0.5,83.62,121.38,318.07,0.0532,0.85,-10.77,0.0187
9/8/2023,NOC,326.17,1.35,133.41,409.15,332.83,0.0745,0.97,23.09,0.0271
9/8/2023,GD,284.29,1.28,128.44,476.88,290.78,0.0679,1,11.95,0.0226
9/8/2023,RTX,130.06,-4.3,142.95,150.28,131.21,0.0484,0.95,2.44,0.0284
9/8/2023,VZ,403.51,1.58,118.76,338.54,410.73,0.0707,0.96,-0.98,0.0302
9/8/2023,T,356.04,-6.04,80.54,413.37,353.51,0.0535,0.89,28.63,0.0336
9/8/2023,DIS,374.03,-1.1,108.1,438.01,377.63,0.0147,0.86,-37.73,0.0217
9/8/2023,NFLX,130.38,-0.26,119.6,156.63,133.81,0.1134,0.85,-21.21,0.0351
9/8/2023,CMCSA,212.14,-5.58,130.72,499.44,212.8,0.0376,1.06,6.96,0.0294
9/8/2023,AMD,235.55,8.54,97.58,244.06,242.79,0.0647,1.03,22.48,0.0309
9/8/2023,TSM,367.55,-2.27,98.01,186.96,361.11,0.0578,0.91,12.37,0.0299
9/8/2023,INTC,162.03,3.16,117.44,253.22,149.12,0.0592,0.83,10.44,0.0375
9/8/2023,AVGO,245.78,9.06,117.38,379.34,242.79,0.0406,0.89,-5.88,0.0227
9/8/2023,QCOM,314.03,5.04,128.79,347.52,328.5,0.078,1.15,27.39,0.0132
9/15/2023,AAPL,231.95,4.27,120.76,361.91,242.79,0.0538,1.14,62.71,0.0323
9/15/2023,MSFT,396.27,5.87,107.15,139.25,402.79,0.0313,1.1,-24.36,0.0156
9/15/2023,GOOGL,227.43,-8.3,102.81,449.98,238.98,0.0457,1.08,-27.69,0.0249
9/15/2023,NVDA,343.68,0.69,111.5,183.26,321.8,0.0511,0.91,36.89,0.0252
9/15/2023,META,383.72,5.23,137.04,135.44,388.9,0.0499,0.98,-20.1,0.0342
9/15/2023,JPM,242.15,7.81,121.1,225.99,231.47,0.0626,1.17,16.64,0.0155
9/15/2023,BAC,330.21,2.29,146.06,400.36,325.92,0.0519,0.88,0.36,0.0339
9/15/2023,WFC,397.45,4.84,82.11,120.71,402.02,0.0519,1.05,-2.54,0.0326
9/15/2023,C,113.54,-4.23,127.7,145.48,109.6,0.07,1.17,-21.33,0.0286
9/15/2023,GS,131.39,6.62,115.57,397.72,121.92,0.0455,1.17,4.47,0.022
9/15/2023,PG,298.29,2.98,138.08,272.75,298.55,0.0403,0.87,27.11,0.0379
9/15/2023,KO,317.4,3.15,109.25,246.18,308.75,0.0488,1.13,1,0.0397
9/15/2023,PEP,363.8,-1.66,81.75,368.72,379.52,0.0843,1.14,9.14,0.0247
9/15/2023,MO,242.27,-1.63,107.61,448.67,236.45,0.0552,0.87,-11.8,0.0374
9/15/2023,MNST,241.58,-9.76,113.77,171.61,236.19,0.0687,0.86,-16.16,0.0196
9/15/2023,JNJ,451.8,3.25,124.05,131.3,424.96,0.0518,0.88,26.07,0.0313
9/15/2023,PFE,135.34,8.54,126.13,239.39,153.5,0.0447,0.81,-15.16,0.0164
9/15/2023,MRNA,185.36,-3.02,117.19,297.28,174.14,0.0643,1.18,27.05,0.0377
9/15/2023,LLY,447.09,-4.42,124.92,362.66,421.81,0.0371,0.89,20.66,0.027
9/15/2023,UNH,185.76,-7.91,88.91,376.58,188.16,0.0622,1.06,-10,0.0296
9/15/2023,XOM,303.5,-6.1,105.21,123.14,305.83,0.0305,1.12,19.89,0.0328
9/15/2023,CVX,295.69,9.39,104.9,219.18,299.5,0.0666,0.82,-46.74,0.0368
9/15/2023,COP,407.1,3.34,127.07,452.77,409.73,0.0389,0.96,-8.78,0.014
9/15/2023,PSX,287.47,-6.05,83.52,248.58,289.7,0.0316,0.86,-1.9,0.0296
9/15/2023,SLB,349.7,-3.78,123.99,387.19,348.75,0.0308,0.82,9.9,0.0271
9/15/2023,TSLA,268.08,-0.56,118.02,283.91,268.38,0.0586,1.17,2.44,0.033
9/15/2023,F,105.36,-1.36,134.76,169.15,104.14,0.0461,1.08,34.33,0.0283
9/15/2023,GM,128.25,1.02,144.1,151.81,123.38,0.0234,1.07,14.87,0.024
9/15/2023,RIVN,419.05,1.83,106.7,115.15,403.25,0.0491,0.93,-9.78,0.0311
9/15/2023,LCID,262.05,0.71,121.61,170.14,256.68,0.044,0.86,-27.65,0.0224
9/15/2023,AMZN,397.88,-4.19,123.44,190.5,392.43,0.0305,1.19,13.81,0.0246
9/15/2023,WMT,91.11,8.9,134.74,114.31,112.1,0.0546,1.07,-2.84,0.0104
9/15/2023,COST,178.83,6.59,121.41,267.66,193.47,0.0567,0.89,-15.62,0.0205
9/15/2023,TGT,134.96,-3.62,93.33,403.7,140.04,0.0624,1.2,15.93,0.0355
9/15/2023,HD,179.06,-5.19,113.51,101.54,180.52,0.0128,0.92,-22.34,0.037
9/15/2023,BA,266.23,-5.62,103.51,192.88,287.18,0.0794,0.81,7.26,0.021
9/15/2023,LMT,377.71,4.76,148.21,473.6,387.86,0.0415,0.84,20.39,0.0252
9/15/2023,NOC,419.76,1.93,127.05,395.61,444.04,0.045,0.84,-10.1,0.0191
9/15/2023,GD,102.78,3.5,99.91,435.47,109.93,0.0553,0.99,35.91,0.0197
9/15/2023,RTX,402.59,-6.33,91.15,341.44,402.55,0.0599,0.81,7.57,0.0277
9/15/2023,VZ,284.89,-0.62,108.82,448.4,292.59,0.0232,1,-25.02,0.0284
9/15/2023,T,399.63,-5.6,80.76,375.42,402.46,0.0036,0.82,-52.68,0.0366
9/15/2023,DIS,335.86,-2.61,122.46,239.15,327.34,0.0403,0.82,-8.2,0.0165
9/15/2023,NFLX,350.55,8.04,118.6,161.17,358.28,0.0022,0.88,-6.7,0.0137
9/15/2023,CMCSA,103.93,-0.15,143.74,270.4,111.36,0.0537,1.11,11.43,0.036
9/15/2023,AMD,268.5,3.31,123.8,341.57,253.31,0.0749,0.86,-2.47,0.0123
9/15/2023,TSM,214.47,-6.06,86.52,422.6,213.26,0.0398,1.15,-32.32,0.0266
9/15/2023,INTC,451.75,-3.44,81.94,110.26,445.6,0.0416,1.13,-15.81,0.0279
9/15/2023,AVGO,389.2,8.5,97.34,485.13,393.8,0.0479,1.16,-12.13,0.0245
9/15/2023,QCOM,196.79,1.62,116.92,461.22,200.64,0.0422,1.15,3.07,0.0318
9/22/2023,AAPL,235.69,4.61,140.58,184.82,239.81,0.0347,1.08,18.1,0.0213
9/22/2023,MSFT,250.97,-1.39,148.82,272.81,237.62,0.0223,1,21.71,0.0397
9/22/2023,GOOGL,220.15,-4.68,131.36,481.05,221.52,0.0745,1.13,-7.54,0.0124
9/22/2023,NVDA,202.39,-6.64,89.11,386.34,205.93,0.0253,0.85,24.04,0.0233
9/22/2023,META,209.28,-5.39,114.39,119.67,226.34,0.0532,1.06,-8.23,0.0347
9/22/2023,JPM,242.94,1.78,97.86,100.94,239.01,0.0576,1.06,20.99,0.015
9/22/2023,BAC,335.69,-0.78,104.42,485.03,339.44,0.0213,0.97,0.89,0.0116
9/22/2023,WFC,118.29,0,138.86,236.55,103.94,0.0227,1.09,14.67,0.0244
9/22/2023,C,110.57,-3.27,113.46,283.46,111.66,0.0319,1.15,-40.86,0.0152
9/22/2023,GS,265.97,-5.96,84.01,279.21,263.49,0.0305,0.97,29.35,0.0246
9/22/2023,PG,323.25,-2.87,80.68,200.84,305.81,0.0632,1.19,13.04,0.0189
9/22/2023,KO,317.78,-4.57,117.08,131.23,340.58,0.055,1.08,-2.81,0.0355
9/22/2023,PEP,266.63,6.66,116.5,266.24,276.17,0.033,1.12,-10.5,0.0291
9/22/2023,MO,463.61,-2.06,118.29,129.11,445.98,0.0795,1.08,-5.53,0.021
9/22/2023,MNST,128.28,-1.97,106.14,329.34,115.37,0.0506,1.01,3.08,0.0286
9/22/2023,JNJ,152.5,-0.07,99.04,493.17,154.12,0.0064,0.92,-18.02,0.0386
9/22/2023,PFE,230.24,-7.63,137.74,374.51,215.16,0.055,0.84,7.68,0.0125
9/22/2023,MRNA,80.94,1.73,115.43,432.12,95.8,0.0487,1.15,-1.42,0.038
9/22/2023,LLY,298.45,9.34,139.61,205.77,279.5,0.0298,0.95,-21.97,0.0272
9/22/2023,UNH,402.44,-0.81,87.81,283.53,392.57,0.0248,0.94,43.51,0.0286
9/22/2023,XOM,174.27,-7.89,145.87,182.65,180.11,0.0572,0.84,3.98,0.0203
9/22/2023,CVX,270.65,-5.62,114.93,234.02,284.9,0.0725,1.15,-3.02,0.0331
9/22/2023,COP,131.52,0.32,141.96,412.34,121.61,0.0652,0.93,31.59,0.0395
9/22/2023,PSX,352.02,-8.12,102.25,315.64,346.15,0.064,1.11,-21.87,0.0242
9/22/2023,SLB,84.55,1.98,132.38,465.6,100.77,0.0396,1.13,-1.64,0.0259
9/22/2023,TSLA,312.84,-7.87,142.75,462.47,303.69,0.0508,1.17,-8.43,0.0204
9/22/2023,F,97.12,4.1,100.02,102.49,98.12,0.0686,1.08,-3.98,0.0297
9/22/2023,GM,384.17,-0.54,119.89,346.23,378.18,0.0748,0.93,-0.46,0.0266
9/22/2023,RIVN,192.44,-2.24,105.3,393.57,197.19,0.056,0.96,-14.27,0.0318
9/22/2023,LCID,171.46,5.2,122.85,218.68,165.85,0.0237,1.09,-25.49,0.0373
9/22/2023,AMZN,274.11,-3.1,137.35,181.45,272.13,0.0814,0.99,-12.65,0.0336
9/22/2023,WMT,229.4,-0.36,92.87,384.19,214.13,0.0363,1.16,-8.85,0.0154
9/22/2023,COST,100.75,-3.11,133.89,104.15,96.56,0.0335,0.89,6.31,0.0142
9/22/2023,TGT,155.04,-2.18,88.71,491.63,173.59,0.0591,0.86,5.5,0.0218
9/22/2023,HD,367.52,-3.71,149.38,327.37,354.32,0.0776,1.16,3.1,0.0236
9/22/2023,BA,160.84,11.87,107.01,163.4,143.54,0.0892,0.87,-31.96,0.0197
9/22/2023,LMT,307.75,-1.51,89.21,251.2,313.49,0.0311,0.96,-32.13,0.0237
9/22/2023,NOC,216.3,-0.4,123.09,181.48,206.98,0.0493,0.86,-24.76,0.0215
9/22/2023,GD,323.3,-3.74,141.3,279.64,299.33,0.0908,0.9,-10.43,0.0168
9/22/2023,RTX,451.91,-9.65,113.44,385.41,436.47,0.0517,1.09,-16.79,0.0295
9/22/2023,VZ,138.48,4.45,117.21,438.14,147.68,0.032,0.88,-25.18,0.0342
9/22/2023,T,139.06,3.83,121.15,183.38,153.21,0.0632,0.95,-11.66,0.0386
9/22/2023,DIS,111.13,-4.54,127.86,427.47,102.12,0.0646,0.98,-28.28,0.0257
9/22/2023,NFLX,129.64,-1.95,94.39,211.83,139.3,0.0502,1.05,-16.73,0.0197
9/22/2023,CMCSA,437.92,-3.91,113.33,379.15,434.09,0.0354,1,24.27,0.0175
9/22/2023,AMD,182.4,1.12,138.14,462.46,169.33,0.048,1.08,26.57,0.0344
9/22/2023,TSM,189.29,1.05,149.88,438.43,185.34,0.0908,1.07,14.51,0.0212
9/22/2023,INTC,308.99,-3.81,105.96,340.27,327.12,0.1063,1.09,-2.15,0.0163
9/22/2023,AVGO,431.42,0.53,96.02,449.93,421.73,0.041,1.01,15.49,0.019
9/22/2023,QCOM,390.76,1.99,149.99,309.63,384.43,0.0149,1.06,9.19,0.0187
9/29/2023,AAPL,215.71,-1.68,98.52,484.56,212.45,0.0585,1.04,5.88,0.0308
9/29/2023,MSFT,411.34,7.25,92.96,147.27,409.81,0.0397,0.88,-18.62,0.0168
9/29/2023,GOOGL,137.61,9.02,128.41,207.9,132.88,0.0729,1.02,-8.29,0.0222
9/29/2023,NVDA,112.69,2.88,84.03,133.03,104.39,0.047,0.85,11.21,0.011
9/29/2023,META,175.35,-2.93,112.02,360.92,154.29,0.0954,1.16,-7.75,0.0143
9/29/2023,JPM,157.74,-2.74,145.38,154.85,156.84,0.0684,0.83,40.67,0.0103
9/29/2023,BAC,408.65,2.51,103.53,445.58,411.2,0.0803,1.08,-2.4,0.0127
9/29/2023,WFC,390.59,-0.04,117.53,404.75,382.97,0.0521,1.06,11.43,0.0331
9/29/2023,C,301.52,-1.56,136.86,165.71,298.92,0.0462,1.02,23.34,0.014
9/29/2023,GS,188.97,-1.95,97.67,255.76,185.09,0.0814,1.17,-7.5,0.0367
9/29/2023,PG,372.76,-8.73,133.25,185.56,374.82,0.0829,0.8,11.26,0.0163
9/29/2023,KO,107.18,3.49,139.09,460.32,108.93,0.0468,0.85,13.34,0.0289
9/29/2023,PEP,181.27,0.09,107.48,388.1,189.33,0.0374,1.09,-27.96,0.0253
9/29/2023,MO,171.72,2.63,122.42,316.76,176.39,0.0411,0.96,32.72,0.0121
9/29/2023,MNST,372.6,-1.97,129.35,397.44,375.41,0.0742,0.83,17.42,0.0149
9/29/2023,JNJ,168.1,-6.3,90.22,138.64,172.57,0.0435,0.9,-22.35,0.0397
9/29/2023,PFE,159.37,-2.36,148.75,324.64,161.75,0.063,1,-8.8,0.026
9/29/2023,MRNA,249.09,-11.28,96.6,179.65,268.33,0.0322,1.05,-3.86,0.0175
9/29/2023,LLY,260.28,7.38,106.08,124.09,276.42,0.0528,0.96,8.68,0.0301
9/29/2023,UNH,374.23,1.04,116.22,375.61,372.79,0.015,1.05,30.46,0.0183
9/29/2023,XOM,245.75,0.13,110.2,226.9,250.69,0.059,1,-15.58,0.0157
9/29/2023,CVX,370.92,-1.39,118.48,244.73,362.78,0.059,0.83,11.03,0.0266
